season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,day_light,day_length,months,hours,years,week_days
4,0,1,1,8.2,11.365,47,7.0015,3,49,0,34463.0,1,20,2011,1
4,0,1,1,7.38,9.85,64,8.9981,3,49,0,34463.0,1,21,2011,1
4,0,1,1,5.74,7.575,69,8.9981,0,20,0,34463.0,1,22,2011,1
4,0,1,1,7.38,10.605,55,7.0015,1,11,0,34463.0,1,23,2011,1
4,0,1,1,6.56,9.09,55,7.0015,0,5,0,34512.0,1,0,2011,2
4,0,1,1,6.56,9.09,59,7.0015,0,2,0,34512.0,1,1,2011,2
4,0,1,1,5.74,7.575,63,8.9981,0,1,0,34512.0,1,2,2011,2
4,0,1,1,5.74,9.09,63,6.0032,0,2,0,34512.0,1,4,2011,2
4,0,1,1,4.92,7.575,68,7.0015,0,4,0,34512.0,1,5,2011,2
4,0,1,1,4.92,7.575,74,7.0015,0,36,0,34512.0,1,6,2011,2
4,0,1,1,4.92,7.575,74,8.9981,2,92,0,34512.0,1,7,2011,2
4,0,1,1,5.74,7.575,69,11.0014,2,177,0,34512.0,1,8,2011,2
4,0,1,1,6.56,7.575,64,15.0013,2,98,1,34512.0,1,9,2011,2
4,0,1,2,6.56,6.82,69,22.0028,5,37,1,34512.0,1,10,2011,2
4,0,1,1,9.02,10.605,51,19.9995,7,50,1,34512.0,1,11,2011,2
4,0,1,1,9.02,11.365,51,11.0014,12,66,1,34512.0,1,12,2011,2
4,0,1,1,9.84,11.365,56,12.998,18,79,1,34512.0,1,13,2011,2
4,0,1,1,10.66,12.88,52,15.0013,9,54,1,34512.0,1,14,2011,2
4,0,1,1,11.48,13.635,52,16.9979,17,48,1,34512.0,1,15,2011,2
4,0,1,1,12.3,14.395,49,16.9979,15,68,1,34512.0,1,16,2011,2
4,0,1,1,11.48,13.635,48,15.0013,10,202,1,34512.0,1,17,2011,2
4,0,1,1,10.66,12.88,48,12.998,3,179,1,34512.0,1,18,2011,2
4,0,1,1,9.84,12.88,48,7.0015,2,110,0,34512.0,1,19,2011,2
4,0,1,1,9.84,12.88,48,7.0015,1,53,0,34512.0,1,20,2011,2
4,0,1,1,9.02,13.635,64,0.0,0,48,0,34512.0,1,21,2011,2
4,0,1,1,9.02,12.88,64,6.0032,1,34,0,34512.0,1,22,2011,2
4,0,1,1,8.2,11.365,69,6.0032,2,9,0,34512.0,1,23,2011,2
4,0,1,1,8.2,12.88,64,0.0,0,6,0,34564.0,1,0,2011,3
4,0,1,1,6.56,9.85,74,6.0032,0,6,0,34564.0,1,1,2011,3
4,0,1,1,6.56,9.85,74,6.0032,0,2,0,34564.0,1,2,2011,3
4,0,1,1,9.84,11.365,48,15.0013,0,2,0,34564.0,1,4,2011,3
4,0,1,1,9.02,11.365,47,11.0014,0,3,0,34564.0,1,5,2011,3
4,0,1,1,8.2,9.85,47,15.0013,0,33,0,34564.0,1,6,2011,3
4,0,1,1,7.38,9.09,43,12.998,1,87,0,34564.0,1,7,2011,3
4,0,1,1,8.2,9.09,40,19.9995,3,192,0,34564.0,1,8,2011,3
4,0,1,1,9.02,9.85,37,22.0028,6,109,1,34564.0,1,9,2011,3
4,0,1,1,9.02,9.85,37,22.0028,4,53,1,34564.0,1,10,2011,3
4,0,1,1,10.66,11.365,33,22.0028,12,34,1,34564.0,1,11,2011,3
4,0,1,1,10.66,11.365,33,22.0028,5,74,1,34564.0,1,12,2011,3
4,0,1,1,11.48,12.88,30,19.9995,6,65,1,34564.0,1,13,2011,3
4,0,1,1,12.3,14.395,28,12.998,10,52,1,34564.0,1,14,2011,3
4,0,1,1,12.3,14.395,28,12.998,7,55,1,34564.0,1,15,2011,3
4,0,1,1,12.3,15.91,28,6.0032,4,85,1,34564.0,1,16,2011,3
4,0,1,1,9.84,11.365,38,12.998,4,186,1,34564.0,1,17,2011,3
4,0,1,1,9.84,12.12,38,8.9981,3,166,1,34564.0,1,18,2011,3
4,0,1,1,9.84,12.88,38,7.0015,5,127,0,34564.0,1,19,2011,3
4,0,1,1,9.02,11.365,47,11.0014,7,82,0,34564.0,1,20,2011,3
4,0,1,1,8.2,9.85,51,12.998,3,40,0,34564.0,1,21,2011,3
4,0,1,1,7.38,9.85,55,8.9981,1,41,0,34564.0,1,22,2011,3
4,0,1,1,8.2,12.88,47,0.0,1,18,0,34564.0,1,23,2011,3
4,0,1,1,7.38,12.12,55,0.0,0,11,0,34620.0,1,0,2011,4
4,0,1,1,6.56,11.365,64,0.0,0,4,0,34620.0,1,1,2011,4
4,0,1,1,6.56,11.365,64,0.0,0,2,0,34620.0,1,2,2011,4
4,0,1,2,6.56,9.85,64,6.0032,0,1,0,34620.0,1,4,2011,4
4,0,1,2,5.74,9.09,69,6.0032,0,4,0,34620.0,1,5,2011,4
4,0,1,2,5.74,8.335,63,7.0015,0,36,0,34620.0,1,6,2011,4
4,0,1,2,6.56,11.365,59,0.0,0,95,0,34620.0,1,7,2011,4
4,0,1,1,6.56,11.365,59,0.0,3,216,0,34620.0,1,8,2011,4
4,0,1,2,7.38,12.12,51,0.0,6,116,1,34620.0,1,9,2011,4
4,0,1,1,8.2,12.88,47,0.0,3,42,1,34620.0,1,10,2011,4
4,0,1,1,9.02,12.88,44,6.0032,2,57,1,34620.0,1,11,2011,4
4,0,1,1,10.66,14.395,35,0.0,6,78,1,34620.0,1,12,2011,4
4,0,1,1,10.66,13.635,35,7.0015,12,55,1,34620.0,1,13,2011,4
4,0,1,1,11.48,13.635,36,11.0014,11,59,1,34620.0,1,14,2011,4
4,0,1,1,11.48,13.635,36,0.0,8,54,1,34620.0,1,15,2011,4
4,0,1,1,10.66,12.88,38,11.0014,12,74,1,34620.0,1,16,2011,4
4,0,1,1,9.02,11.365,51,11.0014,9,163,1,34620.0,1,17,2011,4
4,0,1,1,9.02,11.365,51,8.9981,5,158,1,34620.0,1,18,2011,4
4,0,1,1,9.02,12.88,55,6.0032,3,109,0,34620.0,1,19,2011,4
4,0,1,1,8.2,10.605,51,11.0014,3,66,0,34620.0,1,20,2011,4
4,0,1,2,9.02,10.605,55,15.0013,0,48,0,34620.0,1,21,2011,4
4,0,1,2,9.02,10.605,51,19.0012,1,51,0,34620.0,1,22,2011,4
4,0,1,2,8.2,9.85,59,12.998,4,19,0,34620.0,1,23,2011,4
4,0,1,2,8.2,9.85,64,12.998,4,13,0,34678.0,1,0,2011,5
4,0,1,2,8.2,9.85,69,15.0013,2,5,0,34678.0,1,1,2011,5
4,0,1,2,8.2,9.85,69,15.0013,0,1,0,34678.0,1,2,2011,5
4,0,1,2,8.2,10.605,69,8.9981,0,1,0,34678.0,1,4,2011,5
4,0,1,3,9.02,13.635,55,0.0,0,5,0,34678.0,1,5,2011,5
4,0,1,2,8.2,12.88,69,0.0,8,26,0,34678.0,1,6,2011,5
4,0,1,1,8.2,10.605,69,8.9981,8,76,0,34678.0,1,7,2011,5
4,0,1,1,8.2,9.85,51,16.9979,20,190,0,34678.0,1,8,2011,5
4,0,1,1,8.2,9.09,47,19.9995,9,125,1,34678.0,1,9,2011,5
4,0,1,1,9.02,9.85,37,22.0028,16,47,1,34678.0,1,10,2011,5
4,0,1,2,8.2,9.85,40,15.0013,19,48,1,34678.0,1,11,2011,5
4,0,1,2,8.2,9.85,37,16.9979,9,50,1,34678.0,1,12,2011,5
4,0,1,2,8.2,9.09,37,19.0012,9,64,1,34678.0,1,13,2011,5
4,0,1,2,8.2,9.85,40,16.9979,7,43,1,34678.0,1,14,2011,5
4,0,1,2,8.2,10.605,37,11.0014,9,63,1,34678.0,1,15,2011,5
4,0,1,2,8.2,10.605,37,11.0014,5,82,1,34678.0,1,16,2011,5
4,0,1,2,8.2,12.88,37,0.0,9,178,1,34678.0,1,17,2011,5
4,0,1,1,8.2,11.365,40,6.0032,7,116,1,34678.0,1,18,2011,5
4,0,1,1,6.56,9.85,55,6.0032,3,92,0,34678.0,1,19,2011,5
4,0,1,1,7.38,10.605,47,7.0015,1,50,0,34678.0,1,20,2011,5
4,0,1,1,7.38,9.85,47,8.9981,0,39,0,34678.0,1,21,2011,5
4,0,1,2,7.38,9.85,43,11.0014,2,34,0,34678.0,1,22,2011,5
4,0,1,2,7.38,9.85,51,11.0014,1,14,0,34678.0,1,23,2011,5
4,0,0,2,7.38,9.85,51,11.0014,1,24,0,34740.0,1,0,2011,6
4,0,0,2,7.38,10.605,55,6.0032,1,15,0,34740.0,1,1,2011,6
4,0,0,2,7.38,12.12,55,0.0,3,13,0,34740.0,1,2,2011,6
4,0,0,3,7.38,9.85,55,11.0014,0,7,0,34740.0,1,3,2011,6
4,0,0,3,7.38,9.85,55,11.0014,0,1,0,34740.0,1,4,2011,6
4,0,0,2,6.56,8.335,74,11.0014,0,5,0,34740.0,1,5,2011,6
4,0,0,2,6.56,8.335,74,11.0014,0,2,0,34740.0,1,6,2011,6
4,0,0,2,6.56,9.09,74,7.0015,1,8,0,34740.0,1,7,2011,6
4,0,0,3,6.56,9.09,93,7.0015,0,15,0,34740.0,1,8,2011,6
4,0,0,3,6.56,9.09,93,7.0015,0,20,1,34740.0,1,9,2011,6
4,0,0,2,7.38,9.85,80,11.0014,5,56,1,34740.0,1,10,2011,6
4,0,0,2,8.2,9.09,69,26.0027,2,60,1,34740.0,1,11,2011,6
4,0,0,2,8.2,9.09,59,23.9994,8,90,1,34740.0,1,12,2011,6
4,0,0,1,8.2,9.09,44,22.0028,7,95,1,34740.0,1,13,2011,6
4,0,0,1,8.2,8.335,32,32.9975,12,83,1,34740.0,1,14,2011,6
4,0,0,1,8.2,8.335,32,30.0026,5,69,1,34740.0,1,15,2011,6
4,0,0,1,7.38,6.82,29,30.0026,8,68,1,34740.0,1,16,2011,6
4,0,0,1,6.56,6.06,37,36.9974,5,64,1,34740.0,1,17,2011,6
4,0,0,1,5.74,6.06,39,19.9995,3,52,1,34740.0,1,18,2011,6
4,0,0,1,5.74,6.06,36,16.9979,4,26,0,34740.0,1,19,2011,6
4,0,0,1,4.92,6.06,36,16.9979,0,28,0,34740.0,1,20,2011,6
4,0,0,1,4.92,5.305,39,23.9994,2,35,0,34740.0,1,21,2011,6
4,0,0,1,4.92,5.305,36,26.0027,1,33,0,34740.0,1,22,2011,6
4,0,0,1,4.1,3.03,39,30.0026,0,22,0,34740.0,1,23,2011,6
4,0,0,1,4.1,3.79,42,26.0027,1,24,0,34806.0,1,0,2011,7
4,0,0,1,4.1,3.03,42,31.0009,0,12,0,34806.0,1,1,2011,7
4,0,0,1,4.1,3.03,46,31.0009,0,11,0,34806.0,1,2,2011,7
4,0,0,1,4.1,3.79,46,27.9993,0,4,0,34806.0,1,3,2011,7
4,0,0,1,3.28,4.545,53,12.998,0,1,0,34806.0,1,4,2011,7
4,0,0,1,3.28,4.545,53,12.998,0,1,0,34806.0,1,5,2011,7
4,0,0,1,4.1,4.545,49,19.0012,0,1,0,34806.0,1,6,2011,7
4,0,0,1,3.28,4.545,53,12.998,1,5,0,34806.0,1,7,2011,7
4,0,0,1,4.1,4.545,49,19.0012,0,10,0,34806.0,1,8,2011,7
4,0,0,1,4.92,3.79,46,35.0008,0,19,1,34806.0,1,9,2011,7
4,0,0,1,5.74,5.305,43,26.0027,0,49,1,34806.0,1,10,2011,7
4,0,0,1,6.56,6.06,40,35.0008,2,47,1,34806.0,1,11,2011,7
4,0,0,1,7.38,6.82,37,30.0026,4,79,1,34806.0,1,12,2011,7
4,0,0,1,8.2,8.335,34,30.0026,6,69,1,34806.0,1,13,2011,7
4,0,0,1,9.02,9.09,32,31.0009,8,64,1,34806.0,1,14,2011,7
4,0,0,1,9.02,9.85,35,23.9994,5,77,1,34806.0,1,15,2011,7
4,0,0,1,8.2,8.335,34,30.0026,13,79,1,34806.0,1,16,2011,7
4,0,0,1,7.38,7.575,37,26.0027,3,59,1,34806.0,1,17,2011,7
4,0,0,1,6.56,6.82,40,22.0028,4,44,1,34806.0,1,18,2011,7
4,0,0,1,6.56,6.82,43,22.0028,1,40,0,34806.0,1,19,2011,7
4,0,0,1,5.74,6.06,46,16.9979,0,38,0,34806.0,1,20,2011,7
4,0,0,1,5.74,5.305,46,27.9993,1,19,0,34806.0,1,21,2011,7
4,0,0,1,5.74,6.06,46,19.9995,5,10,0,34806.0,1,22,2011,7
4,0,0,1,4.92,6.82,50,12.998,0,6,0,34806.0,1,23,2011,7
4,0,1,1,4.92,6.06,50,19.0012,2,3,0,34874.0,1,0,2011,1
4,0,1,1,4.92,6.06,50,19.0012,1,0,0,34874.0,1,1,2011,1
4,0,1,1,4.92,6.06,50,15.0013,0,3,0,34874.0,1,2,2011,1
4,0,1,1,4.92,6.06,50,15.0013,0,1,0,34874.0,1,3,2011,1
4,0,1,1,4.1,6.06,54,8.9981,1,2,0,34874.0,1,4,2011,1
4,0,1,1,4.1,5.305,54,16.9979,0,3,0,34874.0,1,5,2011,1
4,0,1,1,4.92,6.06,50,19.0012,0,31,0,34874.0,1,6,2011,1
4,0,1,1,4.92,6.06,50,15.0013,2,75,0,34874.0,1,7,2011,1
4,0,1,2,4.92,6.06,50,19.0012,4,184,0,34874.0,1,8,2011,1
4,0,1,2,5.74,6.06,50,16.9979,2,92,1,34874.0,1,9,2011,1
4,0,1,2,5.74,6.06,50,19.9995,0,31,1,34874.0,1,10,2011,1
4,0,1,2,6.56,6.82,47,19.0012,2,28,1,34874.0,1,11,2011,1
4,0,1,2,8.2,9.09,40,19.0012,5,47,1,34874.0,1,12,2011,1
4,0,1,2,8.2,9.09,40,19.0012,4,50,1,34874.0,1,13,2011,1
4,0,1,2,8.2,9.85,40,15.0013,0,47,1,34874.0,1,14,2011,1
4,0,1,2,8.2,9.85,40,15.0013,2,43,1,34874.0,1,15,2011,1
4,0,1,1,8.2,10.605,40,8.9981,4,70,1,34874.0,1,16,2011,1
4,0,1,1,8.2,11.365,40,7.0015,4,174,1,34874.0,1,17,2011,1
4,0,1,1,8.2,9.85,40,15.0013,1,154,1,34874.0,1,18,2011,1
4,0,1,1,6.56,8.335,47,11.0014,3,92,0,34874.0,1,19,2011,1
4,0,1,1,6.56,8.335,50,11.0014,1,73,0,34874.0,1,20,2011,1
4,0,1,1,5.74,6.82,59,12.998,1,37,0,34874.0,1,21,2011,1
4,0,1,1,5.74,7.575,59,11.0014,2,22,0,34874.0,1,22,2011,1
4,0,1,1,5.74,7.575,59,11.0014,0,18,0,34874.0,1,23,2011,1
4,0,1,1,5.74,8.335,59,7.0015,2,10,0,34945.0,1,0,2011,2
4,0,1,1,5.74,7.575,59,11.0014,0,3,0,34945.0,1,1,2011,2
4,0,1,2,6.56,7.575,55,12.998,0,3,0,34945.0,1,2,2011,2
4,0,1,2,6.56,9.09,55,8.9981,0,6,0,34945.0,1,5,2011,2
4,0,1,2,6.56,9.09,55,8.9981,0,27,0,34945.0,1,6,2011,2
4,0,1,2,6.56,11.365,55,0.0,2,97,0,34945.0,1,7,2011,2
4,0,1,2,7.38,10.605,51,6.0032,3,214,0,34945.0,1,8,2011,2
4,0,1,2,7.38,9.85,51,11.0014,3,127,1,34945.0,1,9,2011,2
4,0,1,2,8.2,10.605,51,11.0014,3,51,1,34945.0,1,10,2011,2
4,0,1,2,8.2,10.605,47,8.9981,4,31,1,34945.0,1,11,2011,2
4,0,1,2,8.2,11.365,51,7.0015,2,55,1,34945.0,1,12,2011,2
4,0,1,2,8.2,11.365,59,6.0032,6,46,1,34945.0,1,13,2011,2
4,0,1,2,8.2,11.365,59,6.0032,3,60,1,34945.0,1,14,2011,2
4,0,1,2,6.56,9.85,80,6.0032,2,45,1,34945.0,1,15,2011,2
4,0,1,2,6.56,7.575,86,15.0013,4,72,1,34945.0,1,16,2011,2
4,0,1,2,6.56,7.575,86,15.0013,6,130,1,34945.0,1,17,2011,2
4,0,1,3,6.56,9.09,93,7.0015,1,94,1,34945.0,1,18,2011,2
4,0,1,3,6.56,11.365,93,0.0,0,51,0,34945.0,1,19,2011,2
4,0,1,3,6.56,7.575,93,12.998,0,32,0,34945.0,1,20,2011,2
4,0,1,3,6.56,9.85,86,6.0032,0,20,0,34945.0,1,21,2011,2
4,0,1,3,6.56,9.09,93,7.0015,1,28,0,34945.0,1,22,2011,2
4,0,1,3,6.56,9.85,93,6.0032,1,18,0,34945.0,1,23,2011,2
4,0,1,2,6.56,9.85,86,6.0032,0,7,0,35020.0,1,0,2011,3
4,0,1,2,6.56,9.09,86,7.0015,0,6,0,35020.0,1,1,2011,3
4,0,1,1,5.74,7.575,86,8.9981,0,1,0,35020.0,1,2,2011,3
4,0,1,1,5.74,7.575,86,11.0014,0,5,0,35020.0,1,5,2011,3
4,0,1,1,4.92,7.575,93,8.9981,0,16,0,35020.0,1,6,2011,3
4,0,1,1,5.74,7.575,69,8.9981,0,54,0,35020.0,1,7,2011,3
4,0,1,1,6.56,8.335,59,11.0014,3,125,0,35020.0,1,8,2011,3
4,0,1,1,6.56,6.82,59,22.0028,3,78,1,35020.0,1,9,2011,3
4,0,1,1,7.38,9.09,55,15.0013,0,39,1,35020.0,1,10,2011,3
4,0,1,1,8.2,9.09,51,26.0027,3,32,1,35020.0,1,11,2011,3
4,0,1,1,8.2,7.575,47,39.0007,3,52,1,35020.0,1,12,2011,3
4,0,1,1,9.02,9.85,44,23.9994,0,49,1,35020.0,1,13,2011,3
4,0,1,1,8.2,9.09,47,22.0028,0,44,1,35020.0,1,14,2011,3
4,0,1,1,8.2,8.335,47,27.9993,1,48,1,35020.0,1,15,2011,3
4,0,1,1,9.02,9.85,44,22.0028,5,63,1,35020.0,1,16,2011,3
4,0,1,1,8.2,9.09,47,23.9994,0,139,1,35020.0,1,17,2011,3
4,0,1,1,8.2,7.575,47,35.0008,2,135,1,35020.0,1,18,2011,3
4,0,1,1,7.38,7.575,47,27.9993,1,82,0,35020.0,1,19,2011,3
4,0,1,1,6.56,6.82,50,22.0028,2,54,0,35020.0,1,20,2011,3
4,0,1,1,6.56,6.82,55,22.0028,0,57,0,35020.0,1,21,2011,3
4,0,1,1,6.56,6.06,55,30.0026,1,32,0,35020.0,1,22,2011,3
4,0,1,1,5.74,5.305,59,27.9993,1,19,0,35020.0,1,23,2011,3
4,0,1,1,5.74,6.06,59,19.0012,1,6,0,35098.0,1,0,2011,4
4,0,1,1,5.74,6.06,50,19.0012,0,2,0,35098.0,1,1,2011,4
4,0,1,1,5.74,6.06,50,23.9994,0,2,0,35098.0,1,2,2011,4
4,0,1,1,5.74,6.06,50,22.0028,0,3,0,35098.0,1,3,2011,4
4,0,1,1,5.74,6.06,50,16.9979,0,4,0,35098.0,1,4,2011,4
4,0,1,1,5.74,6.06,50,19.9995,0,3,0,35098.0,1,5,2011,4
4,0,1,1,4.92,7.575,54,8.9981,0,28,0,35098.0,1,6,2011,4
4,0,1,1,4.92,7.575,54,8.9981,0,72,0,35098.0,1,7,2011,4
4,0,1,1,5.74,6.82,50,12.998,5,197,0,35098.0,1,8,2011,4
4,0,1,1,5.74,6.06,50,22.0028,2,137,1,35098.0,1,9,2011,4
4,0,1,2,6.56,6.82,50,23.9994,2,36,1,35098.0,1,10,2011,4
4,0,1,2,8.2,8.335,44,30.0026,4,33,1,35098.0,1,11,2011,4
4,0,1,1,8.2,8.335,44,27.9993,3,49,1,35098.0,1,12,2011,4
4,0,1,1,9.02,9.85,41,30.0026,2,81,1,35098.0,1,13,2011,4
4,0,1,1,9.02,9.85,41,26.0027,3,39,1,35098.0,1,14,2011,4
4,0,1,1,9.84,10.605,38,19.9995,5,55,1,35098.0,1,15,2011,4
4,0,1,1,9.84,10.605,38,23.9994,2,76,1,35098.0,1,16,2011,4
4,0,1,1,8.2,9.09,40,19.0012,4,158,1,35098.0,1,17,2011,4
4,0,1,1,8.2,9.09,40,22.0028,3,141,1,35098.0,1,18,2011,4
4,0,1,1,6.56,7.575,47,16.9979,1,98,0,35098.0,1,19,2011,4
4,0,1,1,6.56,7.575,47,15.0013,0,64,0,35098.0,1,20,2011,4
4,0,1,1,5.74,6.06,46,19.9995,0,40,0,35098.0,1,21,2011,4
4,0,1,1,5.74,6.06,46,22.0028,0,30,0,35098.0,1,22,2011,4
4,0,1,1,4.92,6.82,50,12.998,1,14,0,35098.0,1,23,2011,4
4,0,1,1,4.92,6.82,50,12.998,0,14,0,35178.0,1,0,2011,5
4,0,1,1,4.1,6.06,54,11.0014,0,5,0,35178.0,1,1,2011,5
4,0,1,1,4.1,6.06,54,8.9981,0,1,0,35178.0,1,2,2011,5
4,0,1,1,4.1,6.82,54,7.0015,0,1,0,35178.0,1,3,2011,5
4,0,1,1,4.1,6.82,54,6.0032,0,8,0,35178.0,1,5,2011,5
4,0,1,1,4.1,9.09,54,0.0,0,17,0,35178.0,1,6,2011,5
4,0,1,1,4.1,6.06,74,11.0014,0,70,0,35178.0,1,7,2011,5
4,0,1,1,4.92,8.335,68,0.0,2,156,0,35178.0,1,8,2011,5
4,0,1,1,5.74,7.575,69,8.9981,0,117,1,35178.0,1,9,2011,5
4,0,1,1,7.38,9.09,55,12.998,4,40,1,35178.0,1,10,2011,5
4,0,1,1,7.38,8.335,51,19.0012,6,47,1,35178.0,1,11,2011,5
4,0,1,1,8.2,9.85,44,16.9979,2,59,1,35178.0,1,12,2011,5
4,0,1,1,9.02,9.85,37,26.0027,4,73,1,35178.0,1,13,2011,5
4,0,1,1,9.02,10.605,41,19.0012,5,59,1,35178.0,1,14,2011,5
4,0,1,1,9.84,12.12,38,11.0014,9,59,1,35178.0,1,15,2011,5
4,0,1,1,9.02,12.12,41,7.0015,3,87,1,35178.0,1,16,2011,5
4,0,1,1,9.02,11.365,41,11.0014,4,155,1,35178.0,1,17,2011,5
4,0,1,1,8.2,12.88,47,0.0,5,134,1,35178.0,1,18,2011,5
4,0,1,1,6.56,9.85,59,6.0032,3,89,0,35178.0,1,19,2011,5
4,0,1,1,7.38,12.12,59,0.0,0,68,0,35178.0,1,20,2011,5
4,0,1,1,6.56,11.365,69,0.0,4,48,0,35178.0,1,21,2011,5
4,0,1,2,6.56,11.365,69,0.0,2,34,0,35178.0,1,22,2011,5
4,0,1,2,7.38,12.12,55,0.0,1,26,0,35178.0,1,23,2011,5
